SID,Cue,Character,Category,Recall
SID000576,MattSaracen,MattSaracen,Character,0
SID000576,MattSaracen,SmashWilliams,Character,0
SID000576,MattSaracen,TamiTaylor,Character,3
SID000576,MattSaracen,TimRiggins,Character,0
SID000576,MattSaracen,TyraCollette,Character,0
SID000576,Outgoing,BuddyGarrity,Trait,0
SID000576,Outgoing,CoachTaylor,Trait,0
SID000576,Outgoing,JasonStreet,Trait,2
SID000576,Outgoing,JulieTaylor,Trait,0
SID000576,Outgoing,LandryClarke,Trait,0
SID000576,Outgoing,LylaGarrity,Trait,1
SID000576,Outgoing,MattSaracen,Trait,0
SID000576,Outgoing,SmashWilliams,Trait,3
SID000576,Outgoing,TamiTaylor,Trait,4
SID000576,Outgoing,TimRiggins,Trait,0
SID000576,Outgoing,TyraCollette,Trait,0
SID000576,Romance,BuddyGarrity,Action,0
SID000576,Romance,CoachTaylor,Action,0
SID000576,Romance,JasonStreet,Action,3
SID000576,Romance,JulieTaylor,Action,6
SID000576,Romance,LandryClarke,Action,0
SID000576,Romance,LylaGarrity,Action,4
SID000576,Romance,MattSaracen,Action,5
SID000576,Romance,SmashWilliams,Action,0
SID000576,Romance,TamiTaylor,Action,0
SID000576,Romance,TimRiggins,Action,1
SID000576,Romance,TyraCollette,Action,2
SID000576,School,BuddyGarrity,Place,0
SID000576,School,CoachTaylor,Place,6
SID000576,School,JasonStreet,Place,0
SID000576,School,JulieTaylor,Place,8
SID000576,School,LandryClarke,Place,3
SID000576,School,LylaGarrity,Place,1
SID000576,School,MattSaracen,Place,2
SID000576,School,SmashWilliams,Place,0
SID000576,School,TamiTaylor,Place,7
SID000576,School,TimRiggins,Place,4
SID000576,School,TyraCollette,Place,5
SID000576,SmashWilliams,BuddyGarrity,Character,4
SID000576,SmashWilliams,CoachTaylor,Character,3
SID000576,SmashWilliams,JasonStreet,Character,2
SID000576,SmashWilliams,JulieTaylor,Character,0
SID000576,SmashWilliams,LandryClarke,Character,0
SID000576,SmashWilliams,LylaGarrity,Character,0
SID000576,SmashWilliams,MattSaracen,Character,0
SID000576,SmashWilliams,SmashWilliams,Character,0
SID000576,SmashWilliams,TamiTaylor,Character,0
SID000576,SmashWilliams,TimRiggins,Character,1
SID000576,SmashWilliams,TyraCollette,Character,0
SID000576,SupportAdviseComfort,BuddyGarrity,Action,0
SID000576,SupportAdviseComfort,CoachTaylor,Action,2
SID000576,SupportAdviseComfort,JasonStreet,Action,0
SID000576,SupportAdviseComfort,JulieTaylor,Action,0
SID000576,SupportAdviseComfort,LandryClarke,Action,3
SID000576,SupportAdviseComfort,LylaGarrity,Action,5
SID000576,SupportAdviseComfort,MattSaracen,Action,0
SID000576,SupportAdviseComfort,SmashWilliams,Action,0
SID000576,SupportAdviseComfort,TamiTaylor,Action,1
SID000576,SupportAdviseComfort,TimRiggins,Action,0
SID000576,SupportAdviseComfort,TyraCollette,Action,4
SID000576,TamiTaylor,BuddyGarrity,Character,0
SID000576,TamiTaylor,CoachTaylor,Character,1
SID000576,TamiTaylor,JasonStreet,Character,0
SID000576,TamiTaylor,JulieTaylor,Character,2
SID000576,TamiTaylor,LandryClarke,Character,0
SID000576,TamiTaylor,LylaGarrity,Character,0
SID000576,TamiTaylor,MattSaracen,Character,3
SID000576,TamiTaylor,SmashWilliams,Character,0
SID000576,TamiTaylor,TamiTaylor,Character,0
SID000576,TamiTaylor,TimRiggins,Character,0
SID000576,TamiTaylor,TyraCollette,Character,0
SID000576,TimRiggins,BuddyGarrity,Character,0
SID000576,TimRiggins,CoachTaylor,Character,4
SID000576,TimRiggins,JasonStreet,Character,3
SID000576,TimRiggins,JulieTaylor,Character,0
SID000576,TimRiggins,LandryClarke,Character,0
SID000576,TimRiggins,LylaGarrity,Character,1
SID000576,TimRiggins,MattSaracen,Character,0
SID000576,TimRiggins,SmashWilliams,Character,0
SID000576,TimRiggins,TamiTaylor,Character,0
SID000576,TimRiggins,TimRiggins,Character,0
SID000576,TimRiggins,TyraCollette,Character,2
SID000576,TyraCollette,BuddyGarrity,Character,0
SID000576,TyraCollette,CoachTaylor,Character,0
SID000576,TyraCollette,JasonStreet,Character,2
SID000576,TyraCollette,JulieTaylor,Character,0
SID000576,TyraCollette,LandryClarke,Character,0
SID000576,TyraCollette,LylaGarrity,Character,0
SID000576,TyraCollette,MattSaracen,Character,0
SID000576,TyraCollette,SmashWilliams,Character,0
SID000576,TyraCollette,TamiTaylor,Character,0
SID000576,TyraCollette,TimRiggins,Character,1
SID000576,TyraCollette,TyraCollette,Character,0
SID000576,FreeRecall,BuddyGarrity,Free,6
SID000576,FreeRecall,CoachTaylor,Free,1
SID000576,FreeRecall,JasonStreet,Free,7
SID000576,FreeRecall,JulieTaylor,Free,2
SID000576,FreeRecall,LandryClarke,Free,5
SID000576,FreeRecall,LylaGarrity,Free,8
SID000576,FreeRecall,MattSaracen,Free,4
SID000576,FreeRecall,SmashWilliams,Free,11
SID000576,FreeRecall,TamiTaylor,Free,3
SID000576,FreeRecall,TimRiggins,Free,9
SID000576,FreeRecall,TyraCollette,Free,10
SID000836,Attractive,BuddyGarrity,Trait,0
SID000836,Attractive,CoachTaylor,Trait,0
SID000836,Attractive,JasonStreet,Trait,2
SID000836,Attractive,JulieTaylor,Trait,0
SID000836,Attractive,LandryClarke,Trait,0
SID000836,Attractive,LylaGarrity,Trait,0
SID000836,Attractive,MattSaracen,Trait,1
SID000836,Attractive,SmashWilliams,Trait,0
SID000836,Attractive,TamiTaylor,Trait,0
SID000836,Attractive,TimRiggins,Trait,0
SID000836,Attractive,TyraCollette,Trait,0
SID000836,BuddyGarrity,BuddyGarrity,Character,0
SID000836,BuddyGarrity,CoachTaylor,Character,2
SID000836,BuddyGarrity,JasonStreet,Character,0
SID000836,BuddyGarrity,JulieTaylor,Character,0
SID000836,BuddyGarrity,LandryClarke,Character,0
SID000836,BuddyGarrity,LylaGarrity,Character,1
SID000836,BuddyGarrity,MattSaracen,Character,0
SID000836,BuddyGarrity,SmashWilliams,Character,0
SID000836,BuddyGarrity,TamiTaylor,Character,0
SID000836,BuddyGarrity,TimRiggins,Character,0
SID000836,BuddyGarrity,TyraCollette,Character,0
SID000836,CasuallyHangout,BuddyGarrity,Action,0
SID000836,CasuallyHangout,CoachTaylor,Action,0
SID000836,CasuallyHangout,JasonStreet,Action,0
SID000836,CasuallyHangout,JulieTaylor,Action,0
SID000836,CasuallyHangout,LandryClarke,Action,2
SID000836,CasuallyHangout,LylaGarrity,Action,0
SID000836,CasuallyHangout,MattSaracen,Action,1
SID000836,CasuallyHangout,SmashWilliams,Action,0
SID000836,CasuallyHangout,TamiTaylor,Action,0
SID000836,CasuallyHangout,TimRiggins,Action,0
SID000836,CasuallyHangout,TyraCollette,Action,0
SID000836,CoachTaylor,BuddyGarrity,Character,4
SID000836,CoachTaylor,CoachTaylor,Character,0
SID000836,CoachTaylor,JasonStreet,Character,0
SID000836,CoachTaylor,JulieTaylor,Character,0
SID000836,CoachTaylor,LandryClarke,Character,0
SID000836,CoachTaylor,LylaGarrity,Character,2
SID000836,CoachTaylor,MattSaracen,Character,3
SID000836,CoachTaylor,SmashWilliams,Character,5
SID000836,CoachTaylor,TamiTaylor,Character,1
SID000836,CoachTaylor,TimRiggins,Character,0
SID000836,CoachTaylor,TyraCollette,Character,0
SID000836,Diner,BuddyGarrity,Place,0
SID000836,Diner,CoachTaylor,Place,1
SID000836,Diner,JasonStreet,Place,0
SID000836,Diner,JulieTaylor,Place,2
SID000836,Diner,LandryClarke,Place,0
SID000836,Diner,LylaGarrity,Place,0
SID000836,Diner,MattSaracen,Place,0
SID000836,Diner,SmashWilliams,Place,0
SID000836,Diner,TamiTaylor,Place,0
SID000836,Diner,TimRiggins,Place,0
SID000836,Diner,TyraCollette,Place,0
SID000836,Ethical,BuddyGarrity,Trait,0
SID000836,Ethical,CoachTaylor,Trait,1
SID000836,Ethical,JasonStreet,Trait,0
SID000836,Ethical,JulieTaylor,Trait,0
SID000836,Ethical,LandryClarke,Trait,0
SID000836,Ethical,LylaGarrity,Trait,0
SID000836,Ethical,MattSaracen,Trait,0
SID000836,Ethical,SmashWilliams,Trait,0
SID000836,Ethical,TamiTaylor,Trait,2
SID000836,Ethical,TimRiggins,Trait,0
SID000836,Ethical,TyraCollette,Trait,0
SID000836,FightArgue,BuddyGarrity,Action,1
SID000836,FightArgue,CoachTaylor,Action,2
SID000836,FightArgue,JasonStreet,Action,4
SID000836,FightArgue,JulieTaylor,Action,0
SID000836,FightArgue,LandryClarke,Action,0
SID000836,FightArgue,LylaGarrity,Action,3
SID000836,FightArgue,MattSaracen,Action,0
SID000836,FightArgue,SmashWilliams,Action,0
SID000836,FightArgue,TamiTaylor,Action,0
SID000836,FightArgue,TimRiggins,Action,0
SID000836,FightArgue,TyraCollette,Action,0
SID000836,Flirt,BuddyGarrity,Action,0
SID000836,Flirt,CoachTaylor,Action,0
SID000836,Flirt,JasonStreet,Action,3
SID000836,Flirt,JulieTaylor,Action,5
SID000836,Flirt,LandryClarke,Action,0
SID000836,Flirt,LylaGarrity,Action,1
SID000836,Flirt,MattSaracen,Action,4
SID000836,Flirt,SmashWilliams,Action,0
SID000836,Flirt,TamiTaylor,Action,0
SID000836,Flirt,TimRiggins,Action,2
SID000836,Flirt,TyraCollette,Action,0
SID000836,FootballStadium,BuddyGarrity,Place,5
SID000836,FootballStadium,CoachTaylor,Place,4
SID000836,FootballStadium,JasonStreet,Place,2
SID000836,FootballStadium,JulieTaylor,Place,0
SID000836,FootballStadium,LandryClarke,Place,3
SID000836,FootballStadium,LylaGarrity,Place,0
SID000836,FootballStadium,MattSaracen,Place,1
SID000836,FootballStadium,SmashWilliams,Place,0
SID000836,FootballStadium,TamiTaylor,Place,0
SID000836,FootballStadium,TimRiggins,Place,0
SID000836,FootballStadium,TyraCollette,Place,0
SID000836,Gossip,BuddyGarrity,Action,1
SID000836,Gossip,CoachTaylor,Action,4
SID000836,Gossip,JasonStreet,Action,0
SID000836,Gossip,JulieTaylor,Action,5
SID000836,Gossip,LandryClarke,Action,0
SID000836,Gossip,LylaGarrity,Action,0
SID000836,Gossip,MattSaracen,Action,2
SID000836,Gossip,SmashWilliams,Action,0
SID000836,Gossip,TamiTaylor,Action,3
SID000836,Gossip,TimRiggins,Action,0
SID000836,Gossip,TyraCollette,Action,0
SID000836,Hardworking,BuddyGarrity,Trait,0
SID000836,Hardworking,CoachTaylor,Trait,1
SID000836,Hardworking,JasonStreet,Trait,0
SID000836,Hardworking,JulieTaylor,Trait,0
SID000836,Hardworking,LandryClarke,Trait,0
SID000836,Hardworking,LylaGarrity,Trait,0
SID000836,Hardworking,MattSaracen,Trait,3
SID000836,Hardworking,SmashWilliams,Trait,0
SID000836,Hardworking,TamiTaylor,Trait,2
SID000836,Hardworking,TimRiggins,Trait,0
SID000836,Hardworking,TyraCollette,Trait,0
SID000836,Home,BuddyGarrity,Place,0
SID000836,Home,CoachTaylor,Place,1
SID000836,Home,JasonStreet,Place,0
SID000836,Home,JulieTaylor,Place,3
SID000836,Home,LandryClarke,Place,0
SID000836,Home,LylaGarrity,Place,0
SID000836,Home,MattSaracen,Place,4
SID000836,Home,SmashWilliams,Place,0
SID000836,Home,TamiTaylor,Place,2
SID000836,Home,TimRiggins,Place,0
SID000836,Home,TyraCollette,Place,0
SID000836,Hospital,BuddyGarrity,Place,0
SID000836,Hospital,CoachTaylor,Place,0
SID000836,Hospital,JasonStreet,Place,1
SID000836,Hospital,JulieTaylor,Place,0
SID000836,Hospital,LandryClarke,Place,0
SID000836,Hospital,LylaGarrity,Place,2
SID000836,Hospital,MattSaracen,Place,0
SID000836,Hospital,SmashWilliams,Place,0
SID000836,Hospital,TamiTaylor,Place,0
SID000836,Hospital,TimRiggins,Place,0
SID000836,Hospital,TyraCollette,Place,0
SID000836,Influential,BuddyGarrity,Trait,3
SID000836,Influential,CoachTaylor,Trait,1
SID000836,Influential,JasonStreet,Trait,0
SID000836,Influential,JulieTaylor,Trait,0
SID000836,Influential,LandryClarke,Trait,0
SID000836,Influential,LylaGarrity,Trait,0
SID000836,Influential,MattSaracen,Trait,0
SID000836,Influential,SmashWilliams,Trait,0
SID000836,Influential,TamiTaylor,Trait,2
SID000836,Influential,TimRiggins,Trait,0
SID000836,Influential,TyraCollette,Trait,0
SID000836,JasonStreet,BuddyGarrity,Character,0
SID000836,JasonStreet,CoachTaylor,Character,4
SID000836,JasonStreet,JasonStreet,Character,0
SID000836,JasonStreet,JulieTaylor,Character,0
SID000836,JasonStreet,LandryClarke,Character,0
SID000836,JasonStreet,LylaGarrity,Character,1
SID000836,JasonStreet,MattSaracen,Character,0
SID000836,JasonStreet,SmashWilliams,Character,3
SID000836,JasonStreet,TamiTaylor,Character,0
SID000836,JasonStreet,TimRiggins,Character,2
SID000836,JasonStreet,TyraCollette,Character,5
SID000836,JulieTaylor,BuddyGarrity,Character,0
SID000836,JulieTaylor,CoachTaylor,Character,1
SID000836,JulieTaylor,JasonStreet,Character,0
SID000836,JulieTaylor,JulieTaylor,Character,0
SID000836,JulieTaylor,LandryClarke,Character,0
SID000836,JulieTaylor,LylaGarrity,Character,0
SID000836,JulieTaylor,MattSaracen,Character,3
SID000836,JulieTaylor,SmashWilliams,Character,0
SID000836,JulieTaylor,TamiTaylor,Character,2
SID000836,JulieTaylor,TimRiggins,Character,0
SID000836,JulieTaylor,TyraCollette,Character,0
SID000836,LandryClarke,BuddyGarrity,Character,0
SID000836,LandryClarke,CoachTaylor,Character,3
SID000836,LandryClarke,JasonStreet,Character,0
SID000836,LandryClarke,JulieTaylor,Character,0
SID000836,LandryClarke,LandryClarke,Character,0
SID000836,LandryClarke,LylaGarrity,Character,0
SID000836,LandryClarke,MattSaracen,Character,1
SID000836,LandryClarke,SmashWilliams,Character,2
SID000836,LandryClarke,TamiTaylor,Character,0
SID000836,LandryClarke,TimRiggins,Character,0
SID000836,LandryClarke,TyraCollette,Character,0
SID000836,LylaGarrity,BuddyGarrity,Character,0
SID000836,LylaGarrity,CoachTaylor,Character,0
SID000836,LylaGarrity,JasonStreet,Character,1
SID000836,LylaGarrity,JulieTaylor,Character,0
SID000836,LylaGarrity,LandryClarke,Character,0
SID000836,LylaGarrity,LylaGarrity,Character,0
SID000836,LylaGarrity,MattSaracen,Character,0
SID000836,LylaGarrity,SmashWilliams,Character,0
SID000836,LylaGarrity,TamiTaylor,Character,0
SID000836,LylaGarrity,TimRiggins,Character,2
SID000836,LylaGarrity,TyraCollette,Character,0
SID000836,MattSaracen,BuddyGarrity,Character,0
SID000836,MattSaracen,CoachTaylor,Character,2
SID000836,MattSaracen,JasonStreet,Character,0
SID000836,MattSaracen,JulieTaylor,Character,3
SID000836,MattSaracen,LandryClarke,Character,1
SID000836,MattSaracen,LylaGarrity,Character,0
SID000836,MattSaracen,MattSaracen,Character,0
SID000836,MattSaracen,SmashWilliams,Character,0
SID000836,MattSaracen,TamiTaylor,Character,0
SID000836,MattSaracen,TimRiggins,Character,0
SID000836,MattSaracen,TyraCollette,Character,0
SID000836,Outgoing,BuddyGarrity,Trait,0
SID000836,Outgoing,CoachTaylor,Trait,0
SID000836,Outgoing,JasonStreet,Trait,0
SID000836,Outgoing,JulieTaylor,Trait,0
SID000836,Outgoing,LandryClarke,Trait,0
SID000836,Outgoing,LylaGarrity,Trait,0
SID000836,Outgoing,MattSaracen,Trait,0
SID000836,Outgoing,SmashWilliams,Trait,0
SID000836,Outgoing,TamiTaylor,Trait,0
SID000836,Outgoing,TimRiggins,Trait,0
SID000836,Outgoing,TyraCollette,Trait,0
SID000836,Romance,BuddyGarrity,Action,0
SID000836,Romance,CoachTaylor,Action,6
SID000836,Romance,JasonStreet,Action,2
SID000836,Romance,JulieTaylor,Action,5
SID000836,Romance,LandryClarke,Action,0
SID000836,Romance,LylaGarrity,Action,1
SID000836,Romance,MattSaracen,Action,4
SID000836,Romance,SmashWilliams,Action,0
SID000836,Romance,TamiTaylor,Action,7
SID000836,Romance,TimRiggins,Action,3
SID000836,Romance,TyraCollette,Action,0
SID000836,School,BuddyGarrity,Place,6
SID000836,School,CoachTaylor,Place,3
SID000836,School,JasonStreet,Place,0
SID000836,School,JulieTaylor,Place,5
SID000836,School,LandryClarke,Place,0
SID000836,School,LylaGarrity,Place,1
SID000836,School,MattSaracen,Place,0
SID000836,School,SmashWilliams,Place,0
SID000836,School,TamiTaylor,Place,4
SID000836,School,TimRiggins,Place,2
SID000836,School,TyraCollette,Place,0
SID000836,SmashWilliams,BuddyGarrity,Character,0
SID000836,SmashWilliams,CoachTaylor,Character,1
SID000836,SmashWilliams,JasonStreet,Character,0
SID000836,SmashWilliams,JulieTaylor,Character,0
SID000836,SmashWilliams,LandryClarke,Character,0
SID000836,SmashWilliams,LylaGarrity,Character,0
SID000836,SmashWilliams,MattSaracen,Character,0
SID000836,SmashWilliams,SmashWilliams,Character,0
SID000836,SmashWilliams,TamiTaylor,Character,0
SID000836,SmashWilliams,TimRiggins,Character,2
SID000836,SmashWilliams,TyraCollette,Character,0
SID000836,SupportAdviseComfort,BuddyGarrity,Action,0
SID000836,SupportAdviseComfort,CoachTaylor,Action,2
SID000836,SupportAdviseComfort,JasonStreet,Action,5
SID000836,SupportAdviseComfort,JulieTaylor,Action,0
SID000836,SupportAdviseComfort,LandryClarke,Action,3
SID000836,SupportAdviseComfort,LylaGarrity,Action,4
SID000836,SupportAdviseComfort,MattSaracen,Action,0
SID000836,SupportAdviseComfort,SmashWilliams,Action,0
SID000836,SupportAdviseComfort,TamiTaylor,Action,1
SID000836,SupportAdviseComfort,TimRiggins,Action,0
SID000836,SupportAdviseComfort,TyraCollette,Action,0
SID000836,TamiTaylor,BuddyGarrity,Character,0
SID000836,TamiTaylor,CoachTaylor,Character,0
SID000836,TamiTaylor,JasonStreet,Character,0
SID000836,TamiTaylor,JulieTaylor,Character,0
SID000836,TamiTaylor,LandryClarke,Character,0
SID000836,TamiTaylor,LylaGarrity,Character,0
SID000836,TamiTaylor,MattSaracen,Character,0
SID000836,TamiTaylor,SmashWilliams,Character,0
SID000836,TamiTaylor,TamiTaylor,Character,0
SID000836,TamiTaylor,TimRiggins,Character,0
SID000836,TamiTaylor,TyraCollette,Character,0
SID000836,TimRiggins,BuddyGarrity,Character,0
SID000836,TimRiggins,CoachTaylor,Character,3
SID000836,TimRiggins,JasonStreet,Character,1
SID000836,TimRiggins,JulieTaylor,Character,0
SID000836,TimRiggins,LandryClarke,Character,0
SID000836,TimRiggins,LylaGarrity,Character,2
SID000836,TimRiggins,MattSaracen,Character,0
SID000836,TimRiggins,SmashWilliams,Character,4
SID000836,TimRiggins,TamiTaylor,Character,0
SID000836,TimRiggins,TimRiggins,Character,0
SID000836,TimRiggins,TyraCollette,Character,5
SID000836,TyraCollette,BuddyGarrity,Character,0
SID000836,TyraCollette,CoachTaylor,Character,0
SID000836,TyraCollette,JasonStreet,Character,2
SID000836,TyraCollette,JulieTaylor,Character,0
SID000836,TyraCollette,LandryClarke,Character,0
SID000836,TyraCollette,LylaGarrity,Character,0
SID000836,TyraCollette,MattSaracen,Character,0
SID000836,TyraCollette,SmashWilliams,Character,0
SID000836,TyraCollette,TamiTaylor,Character,0
SID000836,TyraCollette,TimRiggins,Character,1
SID000836,TyraCollette,TyraCollette,Character,0
SID000836,FreeRecall,BuddyGarrity,Free,6
SID000836,FreeRecall,CoachTaylor,Free,1
SID000836,FreeRecall,JasonStreet,Free,4
SID000836,FreeRecall,JulieTaylor,Free,3
SID000836,FreeRecall,LandryClarke,Free,0
SID000836,FreeRecall,LylaGarrity,Free,5
SID000836,FreeRecall,MattSaracen,Free,7
SID000836,FreeRecall,SmashWilliams,Free,0
SID000836,FreeRecall,TamiTaylor,Free,2
SID000836,FreeRecall,TimRiggins,Free,8
SID000836,FreeRecall,TyraCollette,Free,0
SID000839,Attractive,BuddyGarrity,Trait,0
SID000839,Attractive,CoachTaylor,Trait,4
SID000839,Attractive,JasonStreet,Trait,2
SID000839,Attractive,JulieTaylor,Trait,0
SID000839,Attractive,LandryClarke,Trait,0
SID000839,Attractive,LylaGarrity,Trait,3
SID000839,Attractive,MattSaracen,Trait,0
SID000839,Attractive,SmashWilliams,Trait,0
SID000839,Attractive,TamiTaylor,Trait,5
SID000839,Attractive,TimRiggins,Trait,1
SID000839,Attractive,TyraCollette,Trait,0
SID000839,BuddyGarrity,BuddyGarrity,Character,0
SID000839,BuddyGarrity,CoachTaylor,Character,1
SID000839,BuddyGarrity,JasonStreet,Character,3
SID000839,BuddyGarrity,JulieTaylor,Character,0
SID000839,BuddyGarrity,LandryClarke,Character,0
SID000839,BuddyGarrity,LylaGarrity,Character,2
SID000839,BuddyGarrity,MattSaracen,Character,4
SID000839,BuddyGarrity,SmashWilliams,Character,0
SID000839,BuddyGarrity,TamiTaylor,Character,0
SID000839,BuddyGarrity,TimRiggins,Character,0
SID000839,BuddyGarrity,TyraCollette,Character,0
SID000839,CasuallyHangout,BuddyGarrity,Action,0
SID000839,CasuallyHangout,CoachTaylor,Action,0
SID000839,CasuallyHangout,JasonStreet,Action,0
SID000839,CasuallyHangout,JulieTaylor,Action,0
SID000839,CasuallyHangout,LandryClarke,Action,4
SID000839,CasuallyHangout,LylaGarrity,Action,0
SID000839,CasuallyHangout,MattSaracen,Action,3
SID000839,CasuallyHangout,SmashWilliams,Action,1
SID000839,CasuallyHangout,TamiTaylor,Action,0
SID000839,CasuallyHangout,TimRiggins,Action,0
SID000839,CasuallyHangout,TyraCollette,Action,2
SID000839,CoachTaylor,BuddyGarrity,Character,0
SID000839,CoachTaylor,CoachTaylor,Character,0
SID000839,CoachTaylor,JasonStreet,Character,6
SID000839,CoachTaylor,JulieTaylor,Character,2
SID000839,CoachTaylor,LandryClarke,Character,0
SID000839,CoachTaylor,LylaGarrity,Character,0
SID000839,CoachTaylor,MattSaracen,Character,1
SID000839,CoachTaylor,SmashWilliams,Character,4
SID000839,CoachTaylor,TamiTaylor,Character,3
SID000839,CoachTaylor,TimRiggins,Character,5
SID000839,CoachTaylor,TyraCollette,Character,0
SID000839,Diner,BuddyGarrity,Place,0
SID000839,Diner,CoachTaylor,Place,0
SID000839,Diner,JasonStreet,Place,3
SID000839,Diner,JulieTaylor,Place,0
SID000839,Diner,LandryClarke,Place,0
SID000839,Diner,LylaGarrity,Place,5
SID000839,Diner,MattSaracen,Place,1
SID000839,Diner,SmashWilliams,Place,2
SID000839,Diner,TamiTaylor,Place,0
SID000839,Diner,TimRiggins,Place,6
SID000839,Diner,TyraCollette,Place,4
SID000839,Ethical,BuddyGarrity,Trait,0
SID000839,Ethical,CoachTaylor,Trait,1
SID000839,Ethical,JasonStreet,Trait,0
SID000839,Ethical,JulieTaylor,Trait,0
SID000839,Ethical,LandryClarke,Trait,0
SID000839,Ethical,LylaGarrity,Trait,0
SID000839,Ethical,MattSaracen,Trait,2
SID000839,Ethical,SmashWilliams,Trait,0
SID000839,Ethical,TamiTaylor,Trait,0
SID000839,Ethical,TimRiggins,Trait,0
SID000839,Ethical,TyraCollette,Trait,0
SID000839,FightArgue,BuddyGarrity,Action,0
SID000839,FightArgue,CoachTaylor,Action,5
SID000839,FightArgue,JasonStreet,Action,4
SID000839,FightArgue,JulieTaylor,Action,0
SID000839,FightArgue,LandryClarke,Action,0
SID000839,FightArgue,LylaGarrity,Action,3
SID000839,FightArgue,MattSaracen,Action,6
SID000839,FightArgue,SmashWilliams,Action,1
SID000839,FightArgue,TamiTaylor,Action,5
SID000839,FightArgue,TimRiggins,Action,2
SID000839,FightArgue,TyraCollette,Action,0
SID000839,Flirt,BuddyGarrity,Action,0
SID000839,Flirt,CoachTaylor,Action,0
SID000839,Flirt,JasonStreet,Action,0
SID000839,Flirt,JulieTaylor,Action,0
SID000839,Flirt,LandryClarke,Action,0
SID000839,Flirt,LylaGarrity,Action,4
SID000839,Flirt,MattSaracen,Action,0
SID000839,Flirt,SmashWilliams,Action,2
SID000839,Flirt,TamiTaylor,Action,0
SID000839,Flirt,TimRiggins,Action,3
SID000839,Flirt,TyraCollette,Action,1
SID000839,FootballStadium,BuddyGarrity,Place,0
SID000839,FootballStadium,CoachTaylor,Place,1
SID000839,FootballStadium,JasonStreet,Place,3
SID000839,FootballStadium,JulieTaylor,Place,0
SID000839,FootballStadium,LandryClarke,Place,0
SID000839,FootballStadium,LylaGarrity,Place,0
SID000839,FootballStadium,MattSaracen,Place,2
SID000839,FootballStadium,SmashWilliams,Place,4
SID000839,FootballStadium,TamiTaylor,Place,0
SID000839,FootballStadium,TimRiggins,Place,5
SID000839,FootballStadium,TyraCollette,Place,0
SID000839,Gossip,BuddyGarrity,Action,0
SID000839,Gossip,CoachTaylor,Action,0
SID000839,Gossip,JasonStreet,Action,0
SID000839,Gossip,JulieTaylor,Action,0
SID000839,Gossip,LandryClarke,Action,0
SID000839,Gossip,LylaGarrity,Action,0
SID000839,Gossip,MattSaracen,Action,0
SID000839,Gossip,SmashWilliams,Action,3
SID000839,Gossip,TamiTaylor,Action,2
SID000839,Gossip,TimRiggins,Action,0
SID000839,Gossip,TyraCollette,Action,1
SID000839,Hardworking,BuddyGarrity,Trait,0
SID000839,Hardworking,CoachTaylor,Trait,2
SID000839,Hardworking,JasonStreet,Trait,6
SID000839,Hardworking,JulieTaylor,Trait,4
SID000839,Hardworking,LandryClarke,Trait,0
SID000839,Hardworking,LylaGarrity,Trait,3
SID000839,Hardworking,MattSaracen,Trait,5
SID000839,Hardworking,SmashWilliams,Trait,1
SID000839,Hardworking,TamiTaylor,Trait,0
SID000839,Hardworking,TimRiggins,Trait,0
SID000839,Hardworking,TyraCollette,Trait,0
SID000839,Home,BuddyGarrity,Place,0
SID000839,Home,CoachTaylor,Place,0
SID000839,Home,JasonStreet,Place,1
SID000839,Home,JulieTaylor,Place,0
SID000839,Home,LandryClarke,Place,0
SID000839,Home,LylaGarrity,Place,2
SID000839,Home,MattSaracen,Place,0
SID000839,Home,SmashWilliams,Place,0
SID000839,Home,TamiTaylor,Place,0
SID000839,Home,TimRiggins,Place,0
SID000839,Home,TyraCollette,Place,0
SID000839,Hospital,BuddyGarrity,Place,0
SID000839,Hospital,CoachTaylor,Place,0
SID000839,Hospital,JasonStreet,Place,1
SID000839,Hospital,JulieTaylor,Place,0
SID000839,Hospital,LandryClarke,Place,0
SID000839,Hospital,LylaGarrity,Place,2
SID000839,Hospital,MattSaracen,Place,3
SID000839,Hospital,SmashWilliams,Place,0
SID000839,Hospital,TamiTaylor,Place,0
SID000839,Hospital,TimRiggins,Place,5
SID000839,Hospital,TyraCollette,Place,4
SID000839,Influential,BuddyGarrity,Trait,0
SID000839,Influential,CoachTaylor,Trait,2
SID000839,Influential,JasonStreet,Trait,1
SID000839,Influential,JulieTaylor,Trait,0
SID000839,Influential,LandryClarke,Trait,0
SID000839,Influential,LylaGarrity,Trait,0
SID000839,Influential,MattSaracen,Trait,0
SID000839,Influential,SmashWilliams,Trait,0
SID000839,Influential,TamiTaylor,Trait,0
SID000839,Influential,TimRiggins,Trait,0
SID000839,Influential,TyraCollette,Trait,0
SID000839,JasonStreet,BuddyGarrity,Character,0
SID000839,JasonStreet,CoachTaylor,Character,2
SID000839,JasonStreet,JasonStreet,Character,0
SID000839,JasonStreet,JulieTaylor,Character,0
SID000839,JasonStreet,LandryClarke,Character,0
SID000839,JasonStreet,LylaGarrity,Character,1
SID000839,JasonStreet,MattSaracen,Character,4
SID000839,JasonStreet,SmashWilliams,Character,0
SID000839,JasonStreet,TamiTaylor,Character,0
SID000839,JasonStreet,TimRiggins,Character,3
SID000839,JasonStreet,TyraCollette,Character,0
SID000839,JulieTaylor,BuddyGarrity,Character,0
SID000839,JulieTaylor,CoachTaylor,Character,1
