SID,Cue,Character,Category,Recall
SID000804,Gossip,CoachTaylor,Action,0
SID000804,Gossip,JasonStreet,Action,0
SID000804,Gossip,JulieTaylor,Action,0
SID000804,Gossip,LandryClarke,Action,0
SID000804,Gossip,LylaGarrity,Action,2
SID000804,Gossip,MattSaracen,Action,0
SID000804,Gossip,SmashWilliams,Action,3
SID000804,Gossip,TamiTaylor,Action,0
SID000804,Gossip,TimRiggins,Action,0
SID000804,Gossip,TyraCollette,Action,1
SID000804,Hardworking,BuddyGarrity,Trait,0
SID000804,Hardworking,CoachTaylor,Trait,2
SID000804,Hardworking,JasonStreet,Trait,3
SID000804,Hardworking,JulieTaylor,Trait,0
SID000804,Hardworking,LandryClarke,Trait,0
SID000804,Hardworking,LylaGarrity,Trait,0
SID000804,Hardworking,MattSaracen,Trait,4
SID000804,Hardworking,SmashWilliams,Trait,0
SID000804,Hardworking,TamiTaylor,Trait,1
SID000804,Hardworking,TimRiggins,Trait,0
SID000804,Hardworking,TyraCollette,Trait,0
SID000804,Home,BuddyGarrity,Place,0
SID000804,Home,CoachTaylor,Place,2
SID000804,Home,JasonStreet,Place,4
SID000804,Home,JulieTaylor,Place,3
SID000804,Home,LandryClarke,Place,0
SID000804,Home,LylaGarrity,Place,0
SID000804,Home,MattSaracen,Place,5
SID000804,Home,SmashWilliams,Place,0
SID000804,Home,TamiTaylor,Place,1
SID000804,Home,TimRiggins,Place,0
SID000804,Home,TyraCollette,Place,0
SID000804,Hospital,BuddyGarrity,Place,0
SID000804,Hospital,CoachTaylor,Place,0
SID000804,Hospital,JasonStreet,Place,1
SID000804,Hospital,JulieTaylor,Place,0
SID000804,Hospital,LandryClarke,Place,0
SID000804,Hospital,LylaGarrity,Place,2
SID000804,Hospital,MattSaracen,Place,0
SID000804,Hospital,SmashWilliams,Place,0
SID000804,Hospital,TamiTaylor,Place,0
SID000804,Hospital,TimRiggins,Place,0
SID000804,Hospital,TyraCollette,Place,0
SID000804,Influential,BuddyGarrity,Trait,0
SID000804,Influential,CoachTaylor,Trait,3
SID000804,Influential,JasonStreet,Trait,1
SID000804,Influential,JulieTaylor,Trait,0
SID000804,Influential,LandryClarke,Trait,0
SID000804,Influential,LylaGarrity,Trait,0
SID000804,Influential,MattSaracen,Trait,0
SID000804,Influential,SmashWilliams,Trait,0
SID000804,Influential,TamiTaylor,Trait,2
SID000804,Influential,TimRiggins,Trait,0
SID000804,Influential,TyraCollette,Trait,0
SID000804,JasonStreet,BuddyGarrity,Character,0
SID000804,JasonStreet,CoachTaylor,Character,2
SID000804,JasonStreet,JasonStreet,Character,0
SID000804,JasonStreet,JulieTaylor,Character,0
SID000804,JasonStreet,LandryClarke,Character,0
SID000804,JasonStreet,LylaGarrity,Character,1
SID000804,JasonStreet,MattSaracen,Character,4
SID000804,JasonStreet,SmashWilliams,Character,0
SID000804,JasonStreet,TamiTaylor,Character,0
SID000804,JasonStreet,TimRiggins,Character,3
SID000804,JasonStreet,TyraCollette,Character,5
SID000804,JulieTaylor,BuddyGarrity,Character,0
SID000804,JulieTaylor,CoachTaylor,Character,3
SID000804,JulieTaylor,JasonStreet,Character,0
SID000804,JulieTaylor,JulieTaylor,Character,0
SID000804,JulieTaylor,LandryClarke,Character,2
SID000804,JulieTaylor,LylaGarrity,Character,0
SID000804,JulieTaylor,MattSaracen,Character,1
SID000804,JulieTaylor,SmashWilliams,Character,0
SID000804,JulieTaylor,TamiTaylor,Character,4
SID000804,JulieTaylor,TimRiggins,Character,0
SID000804,JulieTaylor,TyraCollette,Character,0
SID000804,LandryClarke,BuddyGarrity,Character,0
SID000804,LandryClarke,CoachTaylor,Character,0
SID000804,LandryClarke,JasonStreet,Character,0
SID000804,LandryClarke,JulieTaylor,Character,2
SID000804,LandryClarke,LandryClarke,Character,0
SID000804,LandryClarke,LylaGarrity,Character,0
SID000804,LandryClarke,MattSaracen,Character,1
SID000804,LandryClarke,SmashWilliams,Character,0
SID000804,LandryClarke,TamiTaylor,Character,0
SID000804,LandryClarke,TimRiggins,Character,0
SID000804,LandryClarke,TyraCollette,Character,0
SID000804,LylaGarrity,BuddyGarrity,Character,5
SID000804,LylaGarrity,CoachTaylor,Character,0
SID000804,LylaGarrity,JasonStreet,Character,1
SID000804,LylaGarrity,JulieTaylor,Character,0
SID000804,LylaGarrity,LandryClarke,Character,0
SID000804,LylaGarrity,LylaGarrity,Character,0
SID000804,LylaGarrity,MattSaracen,Character,0
SID000804,LylaGarrity,SmashWilliams,Character,0
SID000804,LylaGarrity,TamiTaylor,Character,4
SID000804,LylaGarrity,TimRiggins,Character,2
SID000804,LylaGarrity,TyraCollette,Character,3
SID000804,MattSaracen,BuddyGarrity,Character,6
SID000804,MattSaracen,CoachTaylor,Character,2
SID000804,MattSaracen,JasonStreet,Character,4
SID000804,MattSaracen,JulieTaylor,Character,0
SID000804,MattSaracen,LandryClarke,Character,1
SID000804,MattSaracen,LylaGarrity,Character,0
SID000804,MattSaracen,MattSaracen,Character,0
SID000804,MattSaracen,SmashWilliams,Character,3
SID000804,MattSaracen,TamiTaylor,Character,0
SID000804,MattSaracen,TimRiggins,Character,5
SID000804,MattSaracen,TyraCollette,Character,0
SID000804,Outgoing,BuddyGarrity,Trait,8
SID000804,Outgoing,CoachTaylor,Trait,6
SID000804,Outgoing,JasonStreet,Trait,5
SID000804,Outgoing,JulieTaylor,Trait,0
SID000804,Outgoing,LandryClarke,Trait,0
SID000804,Outgoing,LylaGarrity,Trait,2
SID000804,Outgoing,MattSaracen,Trait,0
SID000804,Outgoing,SmashWilliams,Trait,4
SID000804,Outgoing,TamiTaylor,Trait,7
SID000804,Outgoing,TimRiggins,Trait,3
SID000804,Outgoing,TyraCollette,Trait,1
SID000804,Romance,BuddyGarrity,Action,0
SID000804,Romance,CoachTaylor,Action,4
SID000804,Romance,JasonStreet,Action,2
SID000804,Romance,JulieTaylor,Action,6
SID000804,Romance,LandryClarke,Action,0
SID000804,Romance,LylaGarrity,Action,1
SID000804,Romance,MattSaracen,Action,5
SID000804,Romance,SmashWilliams,Action,0
SID000804,Romance,TamiTaylor,Action,3
SID000804,Romance,TimRiggins,Action,0
SID000804,Romance,TyraCollette,Action,0
SID000804,School,BuddyGarrity,Place,0
SID000804,School,CoachTaylor,Place,6
SID000804,School,JasonStreet,Place,0
SID000804,School,JulieTaylor,Place,2
SID000804,School,LandryClarke,Place,4
SID000804,School,LylaGarrity,Place,5
SID000804,School,MattSaracen,Place,3
SID000804,School,SmashWilliams,Place,0
SID000804,School,TamiTaylor,Place,1
SID000804,School,TimRiggins,Place,0
SID000804,School,TyraCollette,Place,0
SID000804,SmashWilliams,BuddyGarrity,Character,0
SID000804,SmashWilliams,CoachTaylor,Character,6
SID000804,SmashWilliams,JasonStreet,Character,3
SID000804,SmashWilliams,JulieTaylor,Character,0
SID000804,SmashWilliams,LandryClarke,Character,0
SID000804,SmashWilliams,LylaGarrity,Character,5
SID000804,SmashWilliams,MattSaracen,Character,4
SID000804,SmashWilliams,SmashWilliams,Character,0
SID000804,SmashWilliams,TamiTaylor,Character,0
SID000804,SmashWilliams,TimRiggins,Character,2
SID000804,SmashWilliams,TyraCollette,Character,1
SID000804,SupportAdviseComfort,BuddyGarrity,Action,0
SID000804,SupportAdviseComfort,CoachTaylor,Action,2
SID000804,SupportAdviseComfort,JasonStreet,Action,4
SID000804,SupportAdviseComfort,JulieTaylor,Action,0
SID000804,SupportAdviseComfort,LandryClarke,Action,0
SID000804,SupportAdviseComfort,LylaGarrity,Action,0
SID000804,SupportAdviseComfort,MattSaracen,Action,3
SID000804,SupportAdviseComfort,SmashWilliams,Action,0
SID000804,SupportAdviseComfort,TamiTaylor,Action,1
SID000804,SupportAdviseComfort,TimRiggins,Action,0
SID000804,SupportAdviseComfort,TyraCollette,Action,0
SID000804,TamiTaylor,BuddyGarrity,Character,0
SID000804,TamiTaylor,CoachTaylor,Character,1
SID000804,TamiTaylor,JasonStreet,Character,0
SID000804,TamiTaylor,JulieTaylor,Character,2
SID000804,TamiTaylor,LandryClarke,Character,0
SID000804,TamiTaylor,LylaGarrity,Character,3
SID000804,TamiTaylor,MattSaracen,Character,4
SID000804,TamiTaylor,SmashWilliams,Character,0
SID000804,TamiTaylor,TamiTaylor,Character,0
SID000804,TamiTaylor,TimRiggins,Character,0
SID000804,TamiTaylor,TyraCollette,Character,0
SID000804,TimRiggins,BuddyGarrity,Character,0
SID000804,TimRiggins,CoachTaylor,Character,6
SID000804,TimRiggins,JasonStreet,Character,3
SID000804,TimRiggins,JulieTaylor,Character,0
SID000804,TimRiggins,LandryClarke,Character,0
SID000804,TimRiggins,LylaGarrity,Character,1
SID000804,TimRiggins,MattSaracen,Character,4
SID000804,TimRiggins,SmashWilliams,Character,5
SID000804,TimRiggins,TamiTaylor,Character,0
SID000804,TimRiggins,TimRiggins,Character,0
SID000804,TimRiggins,TyraCollette,Character,2
SID000804,TyraCollette,BuddyGarrity,Character,0
SID000804,TyraCollette,CoachTaylor,Character,0
SID000804,TyraCollette,JasonStreet,Character,4
SID000804,TyraCollette,JulieTaylor,Character,0
SID000804,TyraCollette,LandryClarke,Character,0
SID000804,TyraCollette,LylaGarrity,Character,2
SID000804,TyraCollette,MattSaracen,Character,0
SID000804,TyraCollette,SmashWilliams,Character,3
SID000804,TyraCollette,TamiTaylor,Character,0
SID000804,TyraCollette,TimRiggins,Character,1
SID000804,TyraCollette,TyraCollette,Character,0
SID000804,FreeRecall,BuddyGarrity,Free,3
SID000804,FreeRecall,CoachTaylor,Free,4
SID000804,FreeRecall,JasonStreet,Free,2
SID000804,FreeRecall,JulieTaylor,Free,6
SID000804,FreeRecall,LandryClarke,Free,7
SID000804,FreeRecall,LylaGarrity,Free,1
SID000804,FreeRecall,MattSaracen,Free,8
SID000804,FreeRecall,SmashWilliams,Free,9
SID000804,FreeRecall,TamiTaylor,Free,5
SID000804,FreeRecall,TimRiggins,Free,10
SID000804,FreeRecall,TyraCollette,Free,11
SID000435,Attractive,BuddyGarrity,Trait,0
SID000435,Attractive,CoachTaylor,Trait,0
SID000435,Attractive,JasonStreet,Trait,5
SID000435,Attractive,JulieTaylor,Trait,3
SID000435,Attractive,LandryClarke,Trait,0
SID000435,Attractive,LylaGarrity,Trait,2
SID000435,Attractive,MattSaracen,Trait,0
SID000435,Attractive,SmashWilliams,Trait,0
SID000435,Attractive,TamiTaylor,Trait,0
SID000435,Attractive,TimRiggins,Trait,4
SID000435,Attractive,TyraCollette,Trait,1
SID000435,BuddyGarrity,BuddyGarrity,Character,0
SID000435,BuddyGarrity,CoachTaylor,Character,2
SID000435,BuddyGarrity,JasonStreet,Character,0
SID000435,BuddyGarrity,JulieTaylor,Character,0
SID000435,BuddyGarrity,LandryClarke,Character,0
SID000435,BuddyGarrity,LylaGarrity,Character,1
SID000435,BuddyGarrity,MattSaracen,Character,3
SID000435,BuddyGarrity,SmashWilliams,Character,0
SID000435,BuddyGarrity,TamiTaylor,Character,0
SID000435,BuddyGarrity,TimRiggins,Character,0
SID000435,BuddyGarrity,TyraCollette,Character,0
SID000435,CasuallyHangout,BuddyGarrity,Action,0
SID000435,CasuallyHangout,CoachTaylor,Action,0
SID000435,CasuallyHangout,JasonStreet,Action,0
SID000435,CasuallyHangout,JulieTaylor,Action,4
SID000435,CasuallyHangout,LandryClarke,Action,0
SID000435,CasuallyHangout,LylaGarrity,Action,0
SID000435,CasuallyHangout,MattSaracen,Action,3
SID000435,CasuallyHangout,SmashWilliams,Action,2
SID000435,CasuallyHangout,TamiTaylor,Action,0
SID000435,CasuallyHangout,TimRiggins,Action,1
SID000435,CasuallyHangout,TyraCollette,Action,5
SID000435,CoachTaylor,BuddyGarrity,Character,0
SID000435,CoachTaylor,CoachTaylor,Character,0
SID000435,CoachTaylor,JasonStreet,Character,1
SID000435,CoachTaylor,JulieTaylor,Character,0
SID000435,CoachTaylor,LandryClarke,Character,0
SID000435,CoachTaylor,LylaGarrity,Character,0
SID000435,CoachTaylor,MattSaracen,Character,0
SID000435,CoachTaylor,SmashWilliams,Character,0
SID000435,CoachTaylor,TamiTaylor,Character,0
SID000435,CoachTaylor,TimRiggins,Character,0
SID000435,CoachTaylor,TyraCollette,Character,0
SID000435,Diner,BuddyGarrity,Place,0
SID000435,Diner,CoachTaylor,Place,0
SID000435,Diner,JasonStreet,Place,0
SID000435,Diner,JulieTaylor,Place,0
SID000435,Diner,LandryClarke,Place,0
SID000435,Diner,LylaGarrity,Place,0
SID000435,Diner,MattSaracen,Place,0
SID000435,Diner,SmashWilliams,Place,0
SID000435,Diner,TamiTaylor,Place,0
SID000435,Diner,TimRiggins,Place,0
SID000435,Diner,TyraCollette,Place,0
SID000435,Ethical,BuddyGarrity,Trait,0
SID000435,Ethical,CoachTaylor,Trait,1
SID000435,Ethical,JasonStreet,Trait,3
SID000435,Ethical,JulieTaylor,Trait,0
SID000435,Ethical,LandryClarke,Trait,0
SID000435,Ethical,LylaGarrity,Trait,2
SID000435,Ethical,MattSaracen,Trait,0
SID000435,Ethical,SmashWilliams,Trait,0
SID000435,Ethical,TamiTaylor,Trait,4
SID000435,Ethical,TimRiggins,Trait,0
SID000435,Ethical,TyraCollette,Trait,0
SID000435,FightArgue,BuddyGarrity,Action,0
SID000435,FightArgue,CoachTaylor,Action,5
SID000435,FightArgue,JasonStreet,Action,3
SID000435,FightArgue,JulieTaylor,Action,0
SID000435,FightArgue,LandryClarke,Action, 
SID000435,FightArgue,LylaGarrity,Action,0
SID000435,FightArgue,MattSaracen,Action,0
SID000435,FightArgue,SmashWilliams,Action,0
SID000435,FightArgue,TamiTaylor,Action,4
SID000435,FightArgue,TimRiggins,Action,1
SID000435,FightArgue,TyraCollette,Action,2
SID000435,Flirt,BuddyGarrity,Action,0
SID000435,Flirt,CoachTaylor,Action,0
SID000435,Flirt,JasonStreet,Action,0
SID000435,Flirt,JulieTaylor,Action,3
SID000435,Flirt,LandryClarke,Action,0
SID000435,Flirt,LylaGarrity,Action,0
SID000435,Flirt,MattSaracen,Action,2
SID000435,Flirt,SmashWilliams,Action,0
SID000435,Flirt,TamiTaylor,Action,0
SID000435,Flirt,TimRiggins,Action,0
SID000435,Flirt,TyraCollette,Action,1
SID000435,FootballStadium,BuddyGarrity,Place,0
SID000435,FootballStadium,CoachTaylor,Place,5
SID000435,FootballStadium,JasonStreet,Place,1
SID000435,FootballStadium,JulieTaylor,Place,0
SID000435,FootballStadium,LandryClarke,Place,0
SID000435,FootballStadium,LylaGarrity,Place,6
SID000435,FootballStadium,MattSaracen,Place,2
SID000435,FootballStadium,SmashWilliams,Place,4
SID000435,FootballStadium,TamiTaylor,Place,0
SID000435,FootballStadium,TimRiggins,Place,3
SID000435,FootballStadium,TyraCollette,Place,0
SID000435,Gossip,BuddyGarrity,Action,6
SID000435,Gossip,CoachTaylor,Action,5
SID000435,Gossip,JasonStreet,Action,4
SID000435,Gossip,JulieTaylor,Action,0
SID000435,Gossip,LandryClarke,Action,0
SID000435,Gossip,LylaGarrity,Action,3
SID000435,Gossip,MattSaracen,Action,0
SID000435,Gossip,SmashWilliams,Action,0
SID000435,Gossip,TamiTaylor,Action,0
SID000435,Gossip,TimRiggins,Action,1
SID000435,Gossip,TyraCollette,Action,2
SID000435,Hardworking,BuddyGarrity,Trait,0
SID000435,Hardworking,CoachTaylor,Trait,2
SID000435,Hardworking,JasonStreet,Trait,0
SID000435,Hardworking,JulieTaylor,Trait,0
SID000435,Hardworking,LandryClarke,Trait,0
SID000435,Hardworking,LylaGarrity,Trait,0
SID000435,Hardworking,MattSaracen,Trait,1
SID000435,Hardworking,SmashWilliams,Trait,0
SID000435,Hardworking,TamiTaylor,Trait,0
SID000435,Hardworking,TimRiggins,Trait,0
SID000435,Hardworking,TyraCollette,Trait,0
SID000435,Home,BuddyGarrity,Place,4
SID000435,Home,CoachTaylor,Place,3
SID000435,Home,JasonStreet,Place,0
SID000435,Home,JulieTaylor,Place,0
SID000435,Home,LandryClarke,Place,0
SID000435,Home,LylaGarrity,Place,4
SID000435,Home,MattSaracen,Place,1
SID000435,Home,SmashWilliams,Place,0
SID000435,Home,TamiTaylor,Place,0
SID000435,Home,TimRiggins,Place,2
SID000435,Home,TyraCollette,Place,0
SID000435,Hospital,BuddyGarrity,Place,0
SID000435,Hospital,CoachTaylor,Place,0
SID000435,Hospital,JasonStreet,Place,1
SID000435,Hospital,JulieTaylor,Place,0
SID000435,Hospital,LandryClarke,Place,0
SID000435,Hospital,LylaGarrity,Place,2
SID000435,Hospital,MattSaracen,Place,0
SID000435,Hospital,SmashWilliams,Place,0
SID000435,Hospital,TamiTaylor,Place,0
SID000435,Hospital,TimRiggins,Place,3
SID000435,Hospital,TyraCollette,Place,0
SID000435,Influential,BuddyGarrity,Trait,1
SID000435,Influential,CoachTaylor,Trait,0
SID000435,Influential,JasonStreet,Trait,3
SID000435,Influential,JulieTaylor,Trait,0
SID000435,Influential,LandryClarke,Trait,0
SID000435,Influential,LylaGarrity,Trait,2
SID000435,Influential,MattSaracen,Trait,0
SID000435,Influential,SmashWilliams,Trait,0
SID000435,Influential,TamiTaylor,Trait,0
SID000435,Influential,TimRiggins,Trait,0
SID000435,Influential,TyraCollette,Trait,0
SID000435,JasonStreet,BuddyGarrity,Character,0
SID000435,JasonStreet,CoachTaylor,Character,0
SID000435,JasonStreet,JasonStreet,Character,0
SID000435,JasonStreet,JulieTaylor,Character,0
SID000435,JasonStreet,LandryClarke,Character,0
SID000435,JasonStreet,LylaGarrity,Character,0
SID000435,JasonStreet,MattSaracen,Character,0
SID000435,JasonStreet,SmashWilliams,Character,0
SID000435,JasonStreet,TamiTaylor,Character,0
SID000435,JasonStreet,TimRiggins,Character,0
SID000435,JasonStreet,TyraCollette,Character,0
SID000435,JulieTaylor,BuddyGarrity,Character,0
SID000435,JulieTaylor,CoachTaylor,Character,1
SID000435,JulieTaylor,JasonStreet,Character,0
SID000435,JulieTaylor,JulieTaylor,Character,0
SID000435,JulieTaylor,LandryClarke,Character,0
SID000435,JulieTaylor,LylaGarrity,Character,3
SID000435,JulieTaylor,MattSaracen,Character,4
SID000435,JulieTaylor,SmashWilliams,Character,0
SID000435,JulieTaylor,TamiTaylor,Character,2
SID000435,JulieTaylor,TimRiggins,Character,0
SID000435,JulieTaylor,TyraCollette,Character,0
SID000435,LandryClarke,BuddyGarrity,Character,0
SID000435,LandryClarke,CoachTaylor,Character,0
SID000435,LandryClarke,JasonStreet,Character,0
SID000435,LandryClarke,JulieTaylor,Character,0
SID000435,LandryClarke,LandryClarke,Character,0
SID000435,LandryClarke,LylaGarrity,Character,0
SID000435,LandryClarke,MattSaracen,Character,1
SID000435,LandryClarke,SmashWilliams,Character,0
SID000435,LandryClarke,TamiTaylor,Character,0
SID000435,LandryClarke,TimRiggins,Character,0
SID000435,LandryClarke,TyraCollette,Character,0
SID000435,LylaGarrity,BuddyGarrity,Character,1
SID000435,LylaGarrity,CoachTaylor,Character,0
SID000435,LylaGarrity,JasonStreet,Character,2
SID000435,LylaGarrity,JulieTaylor,Character,0
SID000435,LylaGarrity,LandryClarke,Character,0
SID000435,LylaGarrity,LylaGarrity,Character,0
SID000435,LylaGarrity,MattSaracen,Character,0
SID000435,LylaGarrity,SmashWilliams,Character,0
SID000435,LylaGarrity,TamiTaylor,Character,0
SID000435,LylaGarrity,TimRiggins,Character,3
SID000435,LylaGarrity,TyraCollette,Character,4
SID000435,MattSaracen,BuddyGarrity,Character,0
SID000435,MattSaracen,CoachTaylor,Character,2
SID000435,MattSaracen,JasonStreet,Character,1
SID000435,MattSaracen,JulieTaylor,Character,3
SID000435,MattSaracen,LandryClarke,Character,0
SID000435,MattSaracen,LylaGarrity,Character,0
SID000435,MattSaracen,MattSaracen,Character,0
SID000435,MattSaracen,SmashWilliams,Character,0
SID000435,MattSaracen,TamiTaylor,Character,0
SID000435,MattSaracen,TimRiggins,Character,0
SID000435,MattSaracen,TyraCollette,Character,0
SID000435,Outgoing,BuddyGarrity,Trait,0
SID000435,Outgoing,CoachTaylor,Trait,0
SID000435,Outgoing,JasonStreet,Trait,0
SID000435,Outgoing,JulieTaylor,Trait,5
SID000435,Outgoing,LandryClarke,Trait,0
SID000435,Outgoing,LylaGarrity,Trait,1
SID000435,Outgoing,MattSaracen,Trait,4
SID000435,Outgoing,SmashWilliams,Trait,0
SID000435,Outgoing,TamiTaylor,Trait,2
SID000435,Outgoing,TimRiggins,Trait,3
SID000435,Outgoing,TyraCollette,Trait,0
SID000435,Romance,BuddyGarrity,Action,0
SID000435,Romance,CoachTaylor,Action,0
SID000435,Romance,JasonStreet,Action,2
SID000435,Romance,JulieTaylor,Action,7
SID000435,Romance,LandryClarke,Action,0
SID000435,Romance,LylaGarrity,Action,1
SID000435,Romance,MattSaracen,Action,6
SID000435,Romance,SmashWilliams,Action,5
SID000435,Romance,TamiTaylor,Action,0
SID000435,Romance,TimRiggins,Action,3
SID000435,Romance,TyraCollette,Action,4
SID000435,School,BuddyGarrity,Place,0
SID000435,School,CoachTaylor,Place,2
SID000435,School,JasonStreet,Place,4
SID000435,School,JulieTaylor,Place,0
SID000435,School,LandryClarke,Place,0
SID000435,School,LylaGarrity,Place,3
SID000435,School,MattSaracen,Place,7
SID000435,School,SmashWilliams,Place,6
SID000435,School,TamiTaylor,Place,1
SID000435,School,TimRiggins,Place,5
SID000435,School,TyraCollette,Place,8
SID000435,SmashWilliams,BuddyGarrity,Character,0
SID000435,SmashWilliams,CoachTaylor,Character,0
SID000435,SmashWilliams,JasonStreet,Character,2
SID000435,SmashWilliams,JulieTaylor,Character,0
SID000435,SmashWilliams,LandryClarke,Character,0
SID000435,SmashWilliams,LylaGarrity,Character,0
SID000435,SmashWilliams,MattSaracen,Character,4
SID000435,SmashWilliams,SmashWilliams,Character,0
SID000435,SmashWilliams,TamiTaylor,Character,0
SID000435,SmashWilliams,TimRiggins,Character,1
SID000435,SmashWilliams,TyraCollette,Character,3
SID000435,SupportAdviseComfort,BuddyGarrity,Action,0
SID000435,SupportAdviseComfort,CoachTaylor,Action,2
SID000435,SupportAdviseComfort,JasonStreet,Action,0
SID000435,SupportAdviseComfort,JulieTaylor,Action,0
SID000435,SupportAdviseComfort,LandryClarke,Action,0
SID000435,SupportAdviseComfort,LylaGarrity,Action,3
SID000435,SupportAdviseComfort,MattSaracen,Action,0
SID000435,SupportAdviseComfort,SmashWilliams,Action,0
SID000435,SupportAdviseComfort,TamiTaylor,Action,1
SID000435,SupportAdviseComfort,TimRiggins,Action,0
SID000435,SupportAdviseComfort,TyraCollette,Action,0
SID000435,TamiTaylor,BuddyGarrity,Character,0
SID000435,TamiTaylor,CoachTaylor,Character,1
SID000435,TamiTaylor,JasonStreet,Character,0
SID000435,TamiTaylor,JulieTaylor,Character,0
SID000435,TamiTaylor,LandryClarke,Character,0
SID000435,TamiTaylor,LylaGarrity,Character,0
SID000435,TamiTaylor,MattSaracen,Character,2
SID000435,TamiTaylor,SmashWilliams,Character,0
SID000435,TamiTaylor,TamiTaylor,Character,0
SID000435,TamiTaylor,TimRiggins,Character,0
SID000435,TamiTaylor,TyraCollette,Character,0
SID000435,TimRiggins,BuddyGarrity,Character,0
SID000435,TimRiggins,CoachTaylor,Character,0
SID000435,TimRiggins,JasonStreet,Character,3
SID000435,TimRiggins,JulieTaylor,Character,0
SID000435,TimRiggins,LandryClarke,Character,0
SID000435,TimRiggins,LylaGarrity,Character,2
SID000435,TimRiggins,MattSaracen,Character,0
SID000435,TimRiggins,SmashWilliams,Character,0
SID000435,TimRiggins,TamiTaylor,Character,0
SID000435,TimRiggins,TimRiggins,Character,0
SID000435,TimRiggins,TyraCollette,Character,1
SID000435,TyraCollette,BuddyGarrity,Character,0
SID000435,TyraCollette,CoachTaylor,Character,0
SID000435,TyraCollette,JasonStreet,Character,0
SID000435,TyraCollette,JulieTaylor,Character,0
SID000435,TyraCollette,LandryClarke,Character,0
SID000435,TyraCollette,LylaGarrity,Character,0
SID000435,TyraCollette,MattSaracen,Character,0
SID000435,TyraCollette,SmashWilliams,Character,2
SID000435,TyraCollette,TamiTaylor,Character,0
SID000435,TyraCollette,TimRiggins,Character,1
SID000435,TyraCollette,TyraCollette,Character,0
SID000435,FreeRecall,BuddyGarrity,Free,11
SID000435,FreeRecall,CoachTaylor,Free,1
SID000435,FreeRecall,JasonStreet,Free,6
SID000435,FreeRecall,JulieTaylor,Free,3
SID000435,FreeRecall,LandryClarke,Free,8
SID000435,FreeRecall,LylaGarrity,Free,9
SID000435,FreeRecall,MattSaracen,Free,7
SID000435,FreeRecall,SmashWilliams,Free,5
SID000435,FreeRecall,TamiTaylor,Free,2
SID000435,FreeRecall,TimRiggins,Free,4
SID000435,FreeRecall,TyraCollette,Free,10
SID000473,Attractive,BuddyGarrity,Trait,0
SID000473,Attractive,CoachTaylor,Trait,0
SID000473,Attractive,JasonStreet,Trait,4
SID000473,Attractive,JulieTaylor,Trait,2
SID000473,Attractive,LandryClarke,Trait,0
SID000473,Attractive,LylaGarrity,Trait,1
SID000473,Attractive,MattSaracen,Trait,3
SID000473,Attractive,SmashWilliams,Trait,6
SID000473,Attractive,TamiTaylor,Trait,0
SID000473,Attractive,TimRiggins,Trait,5
SID000473,Attractive,TyraCollette,Trait,7
SID000473,BuddyGarrity,BuddyGarrity,Character,0
SID000473,BuddyGarrity,CoachTaylor,Character,2
SID000473,BuddyGarrity,JasonStreet,Character,3
SID000473,BuddyGarrity,JulieTaylor,Character,0
SID000473,BuddyGarrity,LandryClarke,Character,0
SID000473,BuddyGarrity,LylaGarrity,Character,1
SID000473,BuddyGarrity,MattSaracen,Character,4
SID000473,BuddyGarrity,SmashWilliams,Character,0
SID000473,BuddyGarrity,TamiTaylor,Character,0
SID000473,BuddyGarrity,TimRiggins,Character,0
SID000473,BuddyGarrity,TyraCollette,Character,0
SID000473,CasuallyHangout,BuddyGarrity,Action,0
SID000473,CasuallyHangout,CoachTaylor,Action,0
SID000473,CasuallyHangout,JasonStreet,Action,6
SID000473,CasuallyHangout,JulieTaylor,Action,1
SID000473,CasuallyHangout,LandryClarke,Action,0
SID000473,CasuallyHangout,LylaGarrity,Action,7
SID000473,CasuallyHangout,MattSaracen,Action,2
SID000473,CasuallyHangout,SmashWilliams,Action,5
SID000473,CasuallyHangout,TamiTaylor,Action,0
SID000473,CasuallyHangout,TimRiggins,Action,4
SID000473,CasuallyHangout,TyraCollette,Action,3
SID000473,CoachTaylor,BuddyGarrity,Character,0
SID000473,CoachTaylor,CoachTaylor,Character,0
SID000473,CoachTaylor,JasonStreet,Character,2
SID000473,CoachTaylor,JulieTaylor,Character,6
SID000473,CoachTaylor,LandryClarke,Character,0
SID000473,CoachTaylor,LylaGarrity,Character,0
SID000473,CoachTaylor,MattSaracen,Character,3
SID000473,CoachTaylor,SmashWilliams,Character,4
SID000473,CoachTaylor,TamiTaylor,Character,1
SID000473,CoachTaylor,TimRiggins,Character,5
SID000473,CoachTaylor,TyraCollette,Character,0
SID000473,Diner,BuddyGarrity,Place,0
SID000473,Diner,CoachTaylor,Place,6
SID000473,Diner,JasonStreet,Place,4
SID000473,Diner,JulieTaylor,Place,7
SID000473,Diner,LandryClarke,Place,0
SID000473,Diner,LylaGarrity,Place,5
SID000473,Diner,MattSaracen,Place,0
SID000473,Diner,SmashWilliams,Place,1
SID000473,Diner,TamiTaylor,Place,8
SID000473,Diner,TimRiggins,Place,3
SID000473,Diner,TyraCollette,Place,2
SID000473,Ethical,BuddyGarrity,Trait,0
SID000473,Ethical,CoachTaylor,Trait,1
SID000473,Ethical,JasonStreet,Trait,0
SID000473,Ethical,JulieTaylor,Trait,0
SID000473,Ethical,LandryClarke,Trait,0
SID000473,Ethical,LylaGarrity,Trait,0
