Subject,Content,Character,Mention
s06,SmashWilliams,LylaGarrity,0
s06,SmashWilliams,MattSaracen,0
s06,SmashWilliams,SmashWilliams,0
s06,SmashWilliams,TamiTaylor,0
s06,SmashWilliams,TimRiggins,1
s06,SmashWilliams,TyraCollette,0
s06,TamiTaylor,BuddyGarrity,0
s06,TamiTaylor,CoachTaylor,1
s06,TamiTaylor,JasonStreet,0
s06,TamiTaylor,JulieTaylor,1
s06,TamiTaylor,LandryClarke,0
s06,TamiTaylor,LylaGarrity,0
s06,TamiTaylor,MattSaracen,0
s06,TamiTaylor,SmashWilliams,0
s06,TamiTaylor,TamiTaylor,0
s06,TamiTaylor,TimRiggins,0
s06,TamiTaylor,TyraCollette,0
s06,TimRiggins,BuddyGarrity,0
s06,TimRiggins,CoachTaylor,0
s06,TimRiggins,JasonStreet,1
s06,TimRiggins,JulieTaylor,0
s06,TimRiggins,LandryClarke,0
s06,TimRiggins,LylaGarrity,1
s06,TimRiggins,MattSaracen,0
s06,TimRiggins,SmashWilliams,0
s06,TimRiggins,TamiTaylor,0
s06,TimRiggins,TimRiggins,0
s06,TimRiggins,TyraCollette,1
s06,TyraCollette,BuddyGarrity,0
s06,TyraCollette,CoachTaylor,0
s06,TyraCollette,JasonStreet,1
s06,TyraCollette,JulieTaylor,0
s06,TyraCollette,LandryClarke,0
s06,TyraCollette,LylaGarrity,0
s06,TyraCollette,MattSaracen,0
s06,TyraCollette,SmashWilliams,0
s06,TyraCollette,TamiTaylor,0
s06,TyraCollette,TimRiggins,1
s06,TyraCollette,TyraCollette,0
s07,BuddyGarrity,BuddyGarrity,0
s07,BuddyGarrity,CoachTaylor,1
s07,BuddyGarrity,JasonStreet,1
s07,BuddyGarrity,JulieTaylor,0
s07,BuddyGarrity,LandryClarke,0
s07,BuddyGarrity,LylaGarrity,0
s07,BuddyGarrity,MattSaracen,0
s07,BuddyGarrity,SmashWilliams,0
s07,BuddyGarrity,TamiTaylor,0
s07,BuddyGarrity,TimRiggins,0
s07,BuddyGarrity,TyraCollette,0
s07,CoachTaylor,BuddyGarrity,0
s07,CoachTaylor,CoachTaylor,0
s07,CoachTaylor,JasonStreet,1
s07,CoachTaylor,JulieTaylor,0
s07,CoachTaylor,LandryClarke,0
s07,CoachTaylor,LylaGarrity,0
s07,CoachTaylor,MattSaracen,0
s07,CoachTaylor,SmashWilliams,1
s07,CoachTaylor,TamiTaylor,0
s07,CoachTaylor,TimRiggins,0
s07,CoachTaylor,TyraCollette,0
s07,JasonStreet,BuddyGarrity,0
s07,JasonStreet,CoachTaylor,0
s07,JasonStreet,JasonStreet,0
s07,JasonStreet,JulieTaylor,0
s07,JasonStreet,LandryClarke,0
s07,JasonStreet,LylaGarrity,1
s07,JasonStreet,MattSaracen,0
s07,JasonStreet,SmashWilliams,0
s07,JasonStreet,TamiTaylor,0
s07,JasonStreet,TimRiggins,0
s07,JasonStreet,TyraCollette,0
s07,JulieTaylor,BuddyGarrity,0
s07,JulieTaylor,CoachTaylor,1
s07,JulieTaylor,JasonStreet,0
s07,JulieTaylor,JulieTaylor,0
s07,JulieTaylor,LandryClarke,0
s07,JulieTaylor,LylaGarrity,0
s07,JulieTaylor,MattSaracen,1
s07,JulieTaylor,SmashWilliams,0
s07,JulieTaylor,TamiTaylor,0
s07,JulieTaylor,TimRiggins,0
s07,JulieTaylor,TyraCollette,0
s07,LandryClarke,BuddyGarrity,0
s07,LandryClarke,CoachTaylor,0
s07,LandryClarke,JasonStreet,0
s07,LandryClarke,JulieTaylor,0
s07,LandryClarke,LandryClarke,0
s07,LandryClarke,LylaGarrity,0
s07,LandryClarke,MattSaracen,1
s07,LandryClarke,SmashWilliams,1
s07,LandryClarke,TamiTaylor,0
s07,LandryClarke,TimRiggins,0
s07,LandryClarke,TyraCollette,0
s07,LylaGarrity,BuddyGarrity,0
s07,LylaGarrity,CoachTaylor,0
s07,LylaGarrity,JasonStreet,1
s07,LylaGarrity,JulieTaylor,0
s07,LylaGarrity,LandryClarke,0
s07,LylaGarrity,LylaGarrity,0
s07,LylaGarrity,MattSaracen,0
s07,LylaGarrity,SmashWilliams,0
s07,LylaGarrity,TamiTaylor,0
s07,LylaGarrity,TimRiggins,1
s07,LylaGarrity,TyraCollette,0
s07,MattSaracen,BuddyGarrity,0
s07,MattSaracen,CoachTaylor,1
s07,MattSaracen,JasonStreet,1
s07,MattSaracen,JulieTaylor,1
s07,MattSaracen,LandryClarke,1
s07,MattSaracen,LylaGarrity,0
s07,MattSaracen,MattSaracen,0
s07,MattSaracen,SmashWilliams,0
s07,MattSaracen,TamiTaylor,0
s07,MattSaracen,TimRiggins,0
s07,MattSaracen,TyraCollette,0
s07,SmashWilliams,BuddyGarrity,0
s07,SmashWilliams,CoachTaylor,1
s07,SmashWilliams,JasonStreet,0
s07,SmashWilliams,JulieTaylor,0
s07,SmashWilliams,LandryClarke,0
s07,SmashWilliams,LylaGarrity,0
s07,SmashWilliams,MattSaracen,0
s07,SmashWilliams,SmashWilliams,0
s07,SmashWilliams,TamiTaylor,0
s07,SmashWilliams,TimRiggins,1
s07,SmashWilliams,TyraCollette,1
s07,TamiTaylor,BuddyGarrity,0
s07,TamiTaylor,CoachTaylor,1
s07,TamiTaylor,JasonStreet,0
s07,TamiTaylor,JulieTaylor,0
s07,TamiTaylor,LandryClarke,0
s07,TamiTaylor,LylaGarrity,0
s07,TamiTaylor,MattSaracen,0
s07,TamiTaylor,SmashWilliams,0
s07,TamiTaylor,TamiTaylor,0
s07,TamiTaylor,TimRiggins,0
s07,TamiTaylor,TyraCollette,0
s07,TimRiggins,BuddyGarrity,0
s07,TimRiggins,CoachTaylor,1
s07,TimRiggins,JasonStreet,1
s07,TimRiggins,JulieTaylor,0
s07,TimRiggins,LandryClarke,0
s07,TimRiggins,LylaGarrity,1
s07,TimRiggins,MattSaracen,0
s07,TimRiggins,SmashWilliams,0
s07,TimRiggins,TamiTaylor,0
s07,TimRiggins,TimRiggins,0
s07,TimRiggins,TyraCollette,1
s07,TyraCollette,BuddyGarrity,0
s07,TyraCollette,CoachTaylor,0
s07,TyraCollette,JasonStreet,1
s07,TyraCollette,JulieTaylor,0
s07,TyraCollette,LandryClarke,0
s07,TyraCollette,LylaGarrity,0
s07,TyraCollette,MattSaracen,0
s07,TyraCollette,SmashWilliams,1
s07,TyraCollette,TamiTaylor,0
s07,TyraCollette,TimRiggins,1
s07,TyraCollette,TyraCollette,0
s08,BuddyGarrity,BuddyGarrity,0
s08,BuddyGarrity,CoachTaylor,1
s08,BuddyGarrity,JasonStreet,0
s08,BuddyGarrity,JulieTaylor,0
s08,BuddyGarrity,LandryClarke,0
s08,BuddyGarrity,LylaGarrity,1
s08,BuddyGarrity,MattSaracen,0
s08,BuddyGarrity,SmashWilliams,0
s08,BuddyGarrity,TamiTaylor,0
s08,BuddyGarrity,TimRiggins,0
s08,BuddyGarrity,TyraCollette,0
s08,CoachTaylor,BuddyGarrity,1
s08,CoachTaylor,CoachTaylor,0
s08,CoachTaylor,JasonStreet,1
s08,CoachTaylor,JulieTaylor,0
s08,CoachTaylor,LandryClarke,0
s08,CoachTaylor,LylaGarrity,1
s08,CoachTaylor,MattSaracen,1
s08,CoachTaylor,SmashWilliams,0
s08,CoachTaylor,TamiTaylor,1
s08,CoachTaylor,TimRiggins,0
s08,CoachTaylor,TyraCollette,0
s08,JasonStreet,BuddyGarrity,0
s08,JasonStreet,CoachTaylor,1
s08,JasonStreet,JasonStreet,0
s08,JasonStreet,JulieTaylor,0
s08,JasonStreet,LandryClarke,0
s08,JasonStreet,LylaGarrity,1
s08,JasonStreet,MattSaracen,0
s08,JasonStreet,SmashWilliams,0
s08,JasonStreet,TamiTaylor,0
s08,JasonStreet,TimRiggins,1
s08,JasonStreet,TyraCollette,0
s08,JulieTaylor,BuddyGarrity,0
s08,JulieTaylor,CoachTaylor,1
s08,JulieTaylor,JasonStreet,0
s08,JulieTaylor,JulieTaylor,0
s08,JulieTaylor,LandryClarke,0
s08,JulieTaylor,LylaGarrity,0
s08,JulieTaylor,MattSaracen,1
s08,JulieTaylor,SmashWilliams,0
s08,JulieTaylor,TamiTaylor,1
s08,JulieTaylor,TimRiggins,0
s08,JulieTaylor,TyraCollette,0
s08,LandryClarke,BuddyGarrity,0
s08,LandryClarke,CoachTaylor,0
s08,LandryClarke,JasonStreet,1
s08,LandryClarke,JulieTaylor,0
s08,LandryClarke,LandryClarke,0
s08,LandryClarke,LylaGarrity,0
s08,LandryClarke,MattSaracen,1
s08,LandryClarke,SmashWilliams,0
s08,LandryClarke,TamiTaylor,0
s08,LandryClarke,TimRiggins,0
s08,LandryClarke,TyraCollette,0
s08,LylaGarrity,BuddyGarrity,0
s08,LylaGarrity,CoachTaylor,0
s08,LylaGarrity,JasonStreet,1
s08,LylaGarrity,JulieTaylor,0
s08,LylaGarrity,LandryClarke,0
s08,LylaGarrity,LylaGarrity,0
s08,LylaGarrity,MattSaracen,0
s08,LylaGarrity,SmashWilliams,0
s08,LylaGarrity,TamiTaylor,0
s08,LylaGarrity,TimRiggins,1
s08,LylaGarrity,TyraCollette,0
s08,MattSaracen,BuddyGarrity,0
s08,MattSaracen,CoachTaylor,1
s08,MattSaracen,JasonStreet,1
s08,MattSaracen,JulieTaylor,1
s08,MattSaracen,LandryClarke,1
s08,MattSaracen,LylaGarrity,0
s08,MattSaracen,MattSaracen,0
s08,MattSaracen,SmashWilliams,0
s08,MattSaracen,TamiTaylor,0
s08,MattSaracen,TimRiggins,0
s08,MattSaracen,TyraCollette,0
s08,SmashWilliams,BuddyGarrity,0
s08,SmashWilliams,CoachTaylor,0
s08,SmashWilliams,JasonStreet,1
s08,SmashWilliams,JulieTaylor,0
s08,SmashWilliams,LandryClarke,0
s08,SmashWilliams,LylaGarrity,0
s08,SmashWilliams,MattSaracen,1
s08,SmashWilliams,SmashWilliams,0
s08,SmashWilliams,TamiTaylor,0
s08,SmashWilliams,TimRiggins,1
s08,SmashWilliams,TyraCollette,1
s08,TamiTaylor,BuddyGarrity,0
s08,TamiTaylor,CoachTaylor,1
s08,TamiTaylor,JasonStreet,0
s08,TamiTaylor,JulieTaylor,1
s08,TamiTaylor,LandryClarke,0
s08,TamiTaylor,LylaGarrity,0
s08,TamiTaylor,MattSaracen,1
s08,TamiTaylor,SmashWilliams,0
s08,TamiTaylor,TamiTaylor,0
s08,TamiTaylor,TimRiggins,0
s08,TamiTaylor,TyraCollette,0
s08,TimRiggins,BuddyGarrity,0
s08,TimRiggins,CoachTaylor,0
s08,TimRiggins,JasonStreet,1
s08,TimRiggins,JulieTaylor,0
s08,TimRiggins,LandryClarke,0
s08,TimRiggins,LylaGarrity,1
s08,TimRiggins,MattSaracen,0
s08,TimRiggins,SmashWilliams,0
s08,TimRiggins,TamiTaylor,0
s08,TimRiggins,TimRiggins,0
s08,TimRiggins,TyraCollette,1
s08,TyraCollette,BuddyGarrity,0
s08,TyraCollette,CoachTaylor,0
s08,TyraCollette,JasonStreet,1
s08,TyraCollette,JulieTaylor,0
s08,TyraCollette,LandryClarke,0
s08,TyraCollette,LylaGarrity,1
s08,TyraCollette,MattSaracen,0
s08,TyraCollette,SmashWilliams,1
s08,TyraCollette,TamiTaylor,0
s08,TyraCollette,TimRiggins,1
s08,TyraCollette,TyraCollette,0
s10,BuddyGarrity,BuddyGarrity,0
s10,BuddyGarrity,CoachTaylor,1
s10,BuddyGarrity,JasonStreet,1
s10,BuddyGarrity,JulieTaylor,0
s10,BuddyGarrity,LandryClarke,0
s10,BuddyGarrity,LylaGarrity,1
s10,BuddyGarrity,MattSaracen,0
s10,BuddyGarrity,SmashWilliams,0
s10,BuddyGarrity,TamiTaylor,0
s10,BuddyGarrity,TimRiggins,0
s10,BuddyGarrity,TyraCollette,0
s10,CoachTaylor,BuddyGarrity,0
s10,CoachTaylor,CoachTaylor,0
s10,CoachTaylor,JasonStreet,1
s10,CoachTaylor,JulieTaylor,1
s10,CoachTaylor,LandryClarke,0
s10,CoachTaylor,LylaGarrity,0
s10,CoachTaylor,MattSaracen,1
s10,CoachTaylor,SmashWilliams,0
s10,CoachTaylor,TamiTaylor,1
s10,CoachTaylor,TimRiggins,0
s10,CoachTaylor,TyraCollette,0
s10,JasonStreet,BuddyGarrity,0
s10,JasonStreet,CoachTaylor,1
s10,JasonStreet,JasonStreet,0
s10,JasonStreet,JulieTaylor,0
s10,JasonStreet,LandryClarke,0
s10,JasonStreet,LylaGarrity,1
s10,JasonStreet,MattSaracen,0
s10,JasonStreet,SmashWilliams,0
s10,JasonStreet,TamiTaylor,0
s10,JasonStreet,TimRiggins,0
s10,JasonStreet,TyraCollette,0
s10,JulieTaylor,BuddyGarrity,0
s10,JulieTaylor,CoachTaylor,1
s10,JulieTaylor,JasonStreet,0
s10,JulieTaylor,JulieTaylor,0
s10,JulieTaylor,LandryClarke,1
s10,JulieTaylor,LylaGarrity,0
s10,JulieTaylor,MattSaracen,0
s10,JulieTaylor,SmashWilliams,0
s10,JulieTaylor,TamiTaylor,1
s10,JulieTaylor,TimRiggins,0
s10,JulieTaylor,TyraCollette,0
s10,LandryClarke,BuddyGarrity,0
s10,LandryClarke,CoachTaylor,1
s10,LandryClarke,JasonStreet,0
s10,LandryClarke,JulieTaylor,1
s10,LandryClarke,LandryClarke,0
s10,LandryClarke,LylaGarrity,0
s10,LandryClarke,MattSaracen,1
s10,LandryClarke,SmashWilliams,0
s10,LandryClarke,TamiTaylor,0
s10,LandryClarke,TimRiggins,0
s10,LandryClarke,TyraCollette,0
s10,LylaGarrity,BuddyGarrity,1
s10,LylaGarrity,CoachTaylor,1
s10,LylaGarrity,JasonStreet,1
s10,LylaGarrity,JulieTaylor,0
s10,LylaGarrity,LandryClarke,0
s10,LylaGarrity,LylaGarrity,0
s10,LylaGarrity,MattSaracen,0
s10,LylaGarrity,SmashWilliams,0
s10,LylaGarrity,TamiTaylor,0
s10,LylaGarrity,TimRiggins,1
s10,LylaGarrity,TyraCollette,0
s10,MattSaracen,BuddyGarrity,0
s10,MattSaracen,CoachTaylor,1
s10,MattSaracen,JasonStreet,1
s10,MattSaracen,JulieTaylor,1
s10,MattSaracen,LandryClarke,1
s10,MattSaracen,LylaGarrity,0
s10,MattSaracen,MattSaracen,0
s10,MattSaracen,SmashWilliams,0
s10,MattSaracen,TamiTaylor,0
s10,MattSaracen,TimRiggins,0
s10,MattSaracen,TyraCollette,0
s10,SmashWilliams,BuddyGarrity,0
s10,SmashWilliams,CoachTaylor,0
s10,SmashWilliams,JasonStreet,0
s10,SmashWilliams,JulieTaylor,0
s10,SmashWilliams,LandryClarke,0
s10,SmashWilliams,LylaGarrity,0
s10,SmashWilliams,MattSaracen,0
s10,SmashWilliams,SmashWilliams,0
s10,SmashWilliams,TamiTaylor,0
s10,SmashWilliams,TimRiggins,1
s10,SmashWilliams,TyraCollette,1
s10,TamiTaylor,BuddyGarrity,0
s10,TamiTaylor,CoachTaylor,1
s10,TamiTaylor,JasonStreet,0
s10,TamiTaylor,JulieTaylor,1
s10,TamiTaylor,LandryClarke,0
s10,TamiTaylor,LylaGarrity,0
s10,TamiTaylor,MattSaracen,1
s10,TamiTaylor,SmashWilliams,0
s10,TamiTaylor,TamiTaylor,0
s10,TamiTaylor,TimRiggins,0
s10,TamiTaylor,TyraCollette,0
s10,TimRiggins,BuddyGarrity,0
s10,TimRiggins,CoachTaylor,1
s10,TimRiggins,JasonStreet,1
s10,TimRiggins,JulieTaylor,0
s10,TimRiggins,LandryClarke,0
s10,TimRiggins,LylaGarrity,1
s10,TimRiggins,MattSaracen,0
s10,TimRiggins,SmashWilliams,1
s10,TimRiggins,TamiTaylor,0
s10,TimRiggins,TimRiggins,0
s10,TimRiggins,TyraCollette,1
s10,TyraCollette,BuddyGarrity,0
s10,TyraCollette,CoachTaylor,0
s10,TyraCollette,JasonStreet,1
s10,TyraCollette,JulieTaylor,0
s10,TyraCollette,LandryClarke,0
s10,TyraCollette,LylaGarrity,0
s10,TyraCollette,MattSaracen,0
s10,TyraCollette,SmashWilliams,1
s10,TyraCollette,TamiTaylor,0
s10,TyraCollette,TimRiggins,1
s10,TyraCollette,TyraCollette,0
s11,BuddyGarrity,BuddyGarrity,0
s11,BuddyGarrity,CoachTaylor,1
s11,BuddyGarrity,JasonStreet,0
s11,BuddyGarrity,JulieTaylor,0
s11,BuddyGarrity,LandryClarke,0
s11,BuddyGarrity,LylaGarrity,0
s11,BuddyGarrity,MattSaracen,0
s11,BuddyGarrity,SmashWilliams,0
s11,BuddyGarrity,TamiTaylor,0
s11,BuddyGarrity,TimRiggins,0
s11,BuddyGarrity,TyraCollette,0
s11,CoachTaylor,BuddyGarrity,0
s11,CoachTaylor,CoachTaylor,0
s11,CoachTaylor,JasonStreet,0
s11,CoachTaylor,JulieTaylor,1
s11,CoachTaylor,LandryClarke,0
s11,CoachTaylor,LylaGarrity,0
s11,CoachTaylor,MattSaracen,0
s11,CoachTaylor,SmashWilliams,0
s11,CoachTaylor,TamiTaylor,0
s11,CoachTaylor,TimRiggins,0
s11,CoachTaylor,TyraCollette,0
s11,JasonStreet,BuddyGarrity,0
s11,JasonStreet,CoachTaylor,1
s11,JasonStreet,JasonStreet,0
s11,JasonStreet,JulieTaylor,0
s11,JasonStreet,LandryClarke,0
s11,JasonStreet,LylaGarrity,1
s11,JasonStreet,MattSaracen,0
s11,JasonStreet,SmashWilliams,0
s11,JasonStreet,TamiTaylor,0
s11,JasonStreet,TimRiggins,0
s11,JasonStreet,TyraCollette,0
s11,JulieTaylor,BuddyGarrity,0
s11,JulieTaylor,CoachTaylor,1
s11,JulieTaylor,JasonStreet,0
s11,JulieTaylor,JulieTaylor,0
s11,JulieTaylor,LandryClarke,0
s11,JulieTaylor,LylaGarrity,0
s11,JulieTaylor,MattSaracen,1
s11,JulieTaylor,SmashWilliams,0
s11,JulieTaylor,TamiTaylor,1
s11,JulieTaylor,TimRiggins,0
s11,JulieTaylor,TyraCollette,0
s11,LandryClarke,BuddyGarrity,0
s11,LandryClarke,CoachTaylor,0
s11,LandryClarke,JasonStreet,0
s11,LandryClarke,JulieTaylor,0
s11,LandryClarke,LandryClarke,0
s11,LandryClarke,LylaGarrity,0
s11,LandryClarke,MattSaracen,1
s11,LandryClarke,SmashWilliams,0
s11,LandryClarke,TamiTaylor,0
s11,LandryClarke,TimRiggins,0
s11,LandryClarke,TyraCollette,0
s11,LylaGarrity,BuddyGarrity,0
s11,LylaGarrity,CoachTaylor,0
s11,LylaGarrity,JasonStreet,1
s11,LylaGarrity,JulieTaylor,0
s11,LylaGarrity,LandryClarke,0
s11,LylaGarrity,LylaGarrity,0
s11,LylaGarrity,MattSaracen,0
s11,LylaGarrity,SmashWilliams,0
s11,LylaGarrity,TamiTaylor,0
s11,LylaGarrity,TimRiggins,1
s11,LylaGarrity,TyraCollette,0
s11,MattSaracen,BuddyGarrity,0
s11,MattSaracen,CoachTaylor,1
s11,MattSaracen,JasonStreet,1
s11,MattSaracen,JulieTaylor,0
s11,MattSaracen,LandryClarke,0
s11,MattSaracen,LylaGarrity,0
s11,MattSaracen,MattSaracen,0
s11,MattSaracen,SmashWilliams,0
s11,MattSaracen,TamiTaylor,0
s11,MattSaracen,TimRiggins,0
s11,MattSaracen,TyraCollette,0
s11,SmashWilliams,BuddyGarrity,0
s11,SmashWilliams,CoachTaylor,0
s11,SmashWilliams,JasonStreet,0
s11,SmashWilliams,JulieTaylor,0
s11,SmashWilliams,LandryClarke,0
s11,SmashWilliams,LylaGarrity,0
s11,SmashWilliams,MattSaracen,1
s11,SmashWilliams,SmashWilliams,0
s11,SmashWilliams,TamiTaylor,0
s11,SmashWilliams,TimRiggins,1
s11,SmashWilliams,TyraCollette,1
s11,TamiTaylor,BuddyGarrity,0
s11,TamiTaylor,CoachTaylor,1
s11,TamiTaylor,JasonStreet,0
s11,TamiTaylor,JulieTaylor,1
s11,TamiTaylor,LandryClarke,0
s11,TamiTaylor,LylaGarrity,0
s11,TamiTaylor,MattSaracen,0
s11,TamiTaylor,SmashWilliams,0
s11,TamiTaylor,TamiTaylor,0
s11,TamiTaylor,TimRiggins,0
s11,TamiTaylor,TyraCollette,0
s11,TimRiggins,BuddyGarrity,0
s11,TimRiggins,CoachTaylor,0
s11,TimRiggins,JasonStreet,1
s11,TimRiggins,JulieTaylor,0
s11,TimRiggins,LandryClarke,0
s11,TimRiggins,LylaGarrity,0
s11,TimRiggins,MattSaracen,0
s11,TimRiggins,SmashWilliams,0
s11,TimRiggins,TamiTaylor,0
s11,TimRiggins,TimRiggins,0
s11,TimRiggins,TyraCollette,1
s11,TyraCollette,BuddyGarrity,0
s11,TyraCollette,CoachTaylor,0
s11,TyraCollette,JasonStreet,0
s11,TyraCollette,JulieTaylor,0
s11,TyraCollette,LandryClarke,0
s11,TyraCollette,LylaGarrity,0
s11,TyraCollette,MattSaracen,0
s11,TyraCollette,SmashWilliams,1
s11,TyraCollette,TamiTaylor,0
s11,TyraCollette,TimRiggins,1
s11,TyraCollette,TyraCollette,0
s12,BuddyGarrity,BuddyGarrity,0
s12,BuddyGarrity,CoachTaylor,1
s12,BuddyGarrity,JasonStreet,1
s12,BuddyGarrity,JulieTaylor,0
s12,BuddyGarrity,LandryClarke,0
s12,BuddyGarrity,LylaGarrity,1
s12,BuddyGarrity,MattSaracen,1
s12,BuddyGarrity,SmashWilliams,0
s12,BuddyGarrity,TamiTaylor,0
s12,BuddyGarrity,TimRiggins,0
s12,BuddyGarrity,TyraCollette,0
s12,CoachTaylor,BuddyGarrity,0
s12,CoachTaylor,CoachTaylor,0
s12,CoachTaylor,JasonStreet,0
s12,CoachTaylor,JulieTaylor,1
s12,CoachTaylor,LandryClarke,0
s12,CoachTaylor,LylaGarrity,0
s12,CoachTaylor,MattSaracen,1
s12,CoachTaylor,SmashWilliams,0
s12,CoachTaylor,TamiTaylor,1
s12,CoachTaylor,TimRiggins,0
s12,CoachTaylor,TyraCollette,0
s12,JasonStreet,BuddyGarrity,0
s12,JasonStreet,CoachTaylor,1
s12,JasonStreet,JasonStreet,0
s12,JasonStreet,JulieTaylor,0
s12,JasonStreet,LandryClarke,0
s12,JasonStreet,LylaGarrity,1
s12,JasonStreet,MattSaracen,0
s12,JasonStreet,SmashWilliams,0
s12,JasonStreet,TamiTaylor,0
s12,JasonStreet,TimRiggins,1
s12,JasonStreet,TyraCollette,0
s12,JulieTaylor,BuddyGarrity,0
s12,JulieTaylor,CoachTaylor,1
s12,JulieTaylor,JasonStreet,0
s12,JulieTaylor,JulieTaylor,0
s12,JulieTaylor,LandryClarke,1
s12,JulieTaylor,LylaGarrity,0
s12,JulieTaylor,MattSaracen,1
s12,JulieTaylor,SmashWilliams,0
s12,JulieTaylor,TamiTaylor,1
s12,JulieTaylor,TimRiggins,0
s12,JulieTaylor,TyraCollette,0
s12,LandryClarke,BuddyGarrity,0
s12,LandryClarke,CoachTaylor,1
s12,LandryClarke,JasonStreet,0
s12,LandryClarke,JulieTaylor,1
s12,LandryClarke,LandryClarke,0
s12,LandryClarke,LylaGarrity,0
s12,LandryClarke,MattSaracen,1
s12,LandryClarke,SmashWilliams,0
s12,LandryClarke,TamiTaylor,0
s12,LandryClarke,TimRiggins,0
s12,LandryClarke,TyraCollette,0
s12,LylaGarrity,BuddyGarrity,1
s12,LylaGarrity,CoachTaylor,0
s12,LylaGarrity,JasonStreet,1
s12,LylaGarrity,JulieTaylor,0
s12,LylaGarrity,LandryClarke,0
s12,LylaGarrity,LylaGarrity,0
s12,LylaGarrity,MattSaracen,0
s12,LylaGarrity,SmashWilliams,0
s12,LylaGarrity,TamiTaylor,0
s12,LylaGarrity,TimRiggins,1
s12,LylaGarrity,TyraCollette,1
s12,MattSaracen,BuddyGarrity,0
s12,MattSaracen,CoachTaylor,1
s12,MattSaracen,JasonStreet,1
s12,MattSaracen,JulieTaylor,1
s12,MattSaracen,LandryClarke,1
s12,MattSaracen,LylaGarrity,0
s12,MattSaracen,MattSaracen,0
s12,MattSaracen,SmashWilliams,0
s12,MattSaracen,TamiTaylor,0
s12,MattSaracen,TimRiggins,0
s12,MattSaracen,TyraCollette,0
s12,SmashWilliams,BuddyGarrity,0
s12,SmashWilliams,CoachTaylor,0
s12,SmashWilliams,JasonStreet,1
s12,SmashWilliams,JulieTaylor,0
s12,SmashWilliams,LandryClarke,0
s12,SmashWilliams,LylaGarrity,0
s12,SmashWilliams,MattSaracen,1
s12,SmashWilliams,SmashWilliams,0
s12,SmashWilliams,TamiTaylor,0
s12,SmashWilliams,TimRiggins,1
s12,SmashWilliams,TyraCollette,1
s12,TamiTaylor,BuddyGarrity,0
s12,TamiTaylor,CoachTaylor,1
s12,TamiTaylor,JasonStreet,0
s12,TamiTaylor,JulieTaylor,1
s12,TamiTaylor,LandryClarke,0
s12,TamiTaylor,LylaGarrity,0
s12,TamiTaylor,MattSaracen,1
s12,TamiTaylor,SmashWilliams,1
s12,TamiTaylor,TamiTaylor,0
s12,TamiTaylor,TimRiggins,1
s12,TamiTaylor,TyraCollette,0
s12,TimRiggins,BuddyGarrity,0
s12,TimRiggins,CoachTaylor,1
s12,TimRiggins,JasonStreet,1
s12,TimRiggins,JulieTaylor,0
s12,TimRiggins,LandryClarke,0
s12,TimRiggins,LylaGarrity,1
s12,TimRiggins,MattSaracen,0
s12,TimRiggins,SmashWilliams,0
s12,TimRiggins,TamiTaylor,0
s12,TimRiggins,TimRiggins,0
s12,TimRiggins,TyraCollette,1
s12,TyraCollette,BuddyGarrity,0
s12,TyraCollette,CoachTaylor,0
s12,TyraCollette,JasonStreet,1
s12,TyraCollette,JulieTaylor,0
s12,TyraCollette,LandryClarke,0
s12,TyraCollette,LylaGarrity,1
s12,TyraCollette,MattSaracen,0
s12,TyraCollette,SmashWilliams,1
s12,TyraCollette,TamiTaylor,0
s12,TyraCollette,TimRiggins,1
s12,TyraCollette,TyraCollette,0
s13,BuddyGarrity,BuddyGarrity,0
s13,BuddyGarrity,CoachTaylor,1
s13,BuddyGarrity,JasonStreet,0
s13,BuddyGarrity,JulieTaylor,0
s13,BuddyGarrity,LandryClarke,0
s13,BuddyGarrity,LylaGarrity,1
s13,BuddyGarrity,MattSaracen,0
s13,BuddyGarrity,SmashWilliams,0
s13,BuddyGarrity,TamiTaylor,0
s13,BuddyGarrity,TimRiggins,0
s13,BuddyGarrity,TyraCollette,0
s13,CoachTaylor,BuddyGarrity,0
s13,CoachTaylor,CoachTaylor,0
s13,CoachTaylor,JasonStreet,1
s13,CoachTaylor,JulieTaylor,1
s13,CoachTaylor,LandryClarke,0
s13,CoachTaylor,LylaGarrity,0
s13,CoachTaylor,MattSaracen,1
s13,CoachTaylor,SmashWilliams,0
s13,CoachTaylor,TamiTaylor,0
s13,CoachTaylor,TimRiggins,0
s13,CoachTaylor,TyraCollette,0
s13,JasonStreet,BuddyGarrity,0
s13,JasonStreet,CoachTaylor,1
s13,JasonStreet,JasonStreet,0
s13,JasonStreet,JulieTaylor,0
s13,JasonStreet,LandryClarke,0
s13,JasonStreet,LylaGarrity,1
s13,JasonStreet,MattSaracen,0
s13,JasonStreet,SmashWilliams,0
s13,JasonStreet,TamiTaylor,0
s13,JasonStreet,TimRiggins,0
s13,JasonStreet,TyraCollette,0
s13,JulieTaylor,BuddyGarrity,0
s13,JulieTaylor,CoachTaylor,1
s13,JulieTaylor,JasonStreet,0
s13,JulieTaylor,JulieTaylor,0
s13,JulieTaylor,LandryClarke,0
s13,JulieTaylor,LylaGarrity,0
s13,JulieTaylor,MattSaracen,1
s13,JulieTaylor,SmashWilliams,0
s13,JulieTaylor,TamiTaylor,1
s13,JulieTaylor,TimRiggins,0
s13,JulieTaylor,TyraCollette,0
s13,LandryClarke,BuddyGarrity,0
